employee,customer_and_account_no,product_name,sale_date,sale_amount,units_sold,invoice_no,invoice_frequency
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,07/22/2012,$773229.00,972651,28662,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,12/18/2012,$630226.81,699467,44395,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,02/13/2012,$684378.67,124739,89518,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,06/24/2012,$741267.76,691829,30474,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Baboon Glass,02/20/2012,$712163.20,906792,19923,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,03/28/2012,$191411.68,852939,17405,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,09/16/2012,$391080.58,549813,61605,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,06/15/2012,$818804.01,256231,46284,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,03/27/2012,$259001.44,408918,90676,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,05/22/2012,$739161.25,656542,27668,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,07/06/2012,$794913.31,275105,40089,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,01/03/2012,$177394.52,147646,48621,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,12/27/2012,$988808.95,654122,78483,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,07/12/2012,$948248.31,837453,55359,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,08/25/2012,$667108.24,471462,38639,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,11/03/2012,$814553.82,702223,63272,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,04/12/2012,$123567.97,348527,27862,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,08/13/2012,$868613.82,548071,51772,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,12/25/2012,$247259.94,278135,23393,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,08/23/2012,$347892.00,542596,91575,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,07/29/2012,$919108.83,602425,81779,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Chimp Glass,09/02/2012,$519856.36,873142,76951,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,09/11/2012,$208813.71,987276,84881,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,08/03/2012,$192927.05,638175,40289,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,04/04/2012,$524286.00,742741,27626,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,12/08/2012,$113785.56,301486,79614,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,04/18/2012,$151758.42,132740,31820,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,11/08/2012,$462204.57,889994,88294,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,10/07/2012,$194688.10,110670,71400,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,10/04/2012,$188437.10,332183,25045,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,08/02/2012,$812645.35,738675,48645,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,10/04/2012,$427373.62,399188,23220,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,12/07/2012,$328934.67,828757,15828,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,09/16/2012,$684968.93,607402,27244,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Gorilla Glass,03/20/2012,$198301.43,946455,86825,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,01/07/2012,$696354.14,700918,30225,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,02/11/2012,$491474.07,327851,44283,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,04/18/2012,$624045.96,624849,21738,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,08/12/2012,$181025.41,487877,54597,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,12/10/2012,$559712.41,879188,69549,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,06/29/2012,$937523.01,127998,24957,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,04/12/2012,$508941.22,500681,60110,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,10/04/2012,$346931.48,708591,51789,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,10/27/2012,$710785.91,738749,90686,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,08/21/2012,$538182.79,804924,16237,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,09/29/2012,$590985.90,914893,30496,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,08/12/2012,$312652.36,281865,56515,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,12/16/2012,$209831.59,178343,71988,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,08/01/2012,$277958.60,566436,76918,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,11/14/2012,$205599.60,805518,88636,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,04/22/2012,$569417.96,787949,91012,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,10/10/2012,$637953.83,507056,41560,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,02/21/2012,$232782.59,742155,19712,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,09/26/2012,$630477.80,831629,23303,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,07/28/2012,$823819.70,114119,90090,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,10/27/2012,$366538.71,498677,41630,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,06/08/2012,$589653.45,414850,59593,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,01/24/2012,$354025.84,154457,69027,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,06/23/2012,$750056.46,174248,40175,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,10/10/2012,$847957.10,427540,69329,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Baboon Glass,09/11/2012,$894492.49,125715,65003,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,09/18/2012,$819319.94,850560,58782,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,10/19/2012,$609138.42,380815,37194,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,09/04/2012,$848860.78,170402,65495,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,04/01/2012,$748607.43,587185,59653,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,10/03/2012,$999972.57,800736,18866,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,03/27/2012,$815116.28,431931,73820,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,01/16/2012,$813663.99,972232,17743,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,01/25/2012,$283174.17,168289,90238,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,01/03/2012,$150421.58,117091,48839,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,04/26/2012,$420857.57,837638,24754,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,06/03/2012,$783566.98,415969,53182,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,02/11/2012,$912558.91,886052,74376,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,10/20/2012,$876490.04,535064,65504,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,09/08/2012,$346549.85,735917,91862,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,01/04/2012,$243822.96,236313,23243,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,06/05/2012,$589076.09,175283,76628,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,09/12/2012,$288469.23,138324,58742,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,06/09/2012,$399879.68,668945,37650,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,07/27/2012,$437109.97,298968,71286,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,10/07/2012,$796258.36,883192,73687,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,04/27/2012,$117346.40,338236,63226,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,06/14/2012,$108388.96,366861,46811,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,05/26/2012,$298430.53,337123,36444,Quarterly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,07/31/2012,$314107.32,146014,41210,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,06/20/2012,$718032.59,782427,65384,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,01/29/2012,$682147.06,296708,55379,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,07/28/2012,$443325.48,823124,70045,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,04/15/2012,$564413.52,524432,88268,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,05/07/2012,$405743.82,891204,68557,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,03/31/2012,$611357.97,391898,16407,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,12/20/2012,$843596.22,807962,45509,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,09/20/2012,$702116.37,565324,68651,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,05/14/2012,$198513.72,179952,69811,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,11/15/2012,$603470.02,936206,37871,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,07/20/2012,$523157.65,896838,17542,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Baboon Glass,12/22/2012,$744183.41,487950,67479,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,10/11/2012,$317724.55,649917,62467,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Baboon Glass,01/13/2012,$470397.94,861290,86485,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,06/26/2012,$864198.86,854771,16087,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,07/07/2012,$408253.95,822915,33010,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,10/26/2012,$491987.83,465951,18761,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,07/19/2012,$727395.07,582120,55134,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,01/18/2012,$619694.78,232679,50258,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,07/27/2012,$374307.05,346239,58738,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,06/02/2012,$143507.83,861625,46831,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Chimp Glass,04/24/2012,$225704.23,133776,70047,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,02/05/2012,$690757.60,393867,56197,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,12/07/2012,$696683.35,459032,87352,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,07/18/2012,$753297.20,216994,83587,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,08/26/2012,$644819.28,268009,17873,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Baboon Glass,06/29/2012,$913672.01,765468,82293,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,04/29/2012,$423522.28,722694,61377,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,04/22/2012,$781290.27,630556,66441,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,07/17/2012,$361115.84,465922,73665,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,03/20/2012,$218513.50,233746,48976,Quarterly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,10/04/2012,$649098.79,431526,44138,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,03/24/2012,$517573.94,826142,63497,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,04/26/2012,$821648.40,743498,78553,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,11/04/2012,$391887.32,856886,36309,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,12/19/2012,$602308.90,980580,77748,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,08/19/2012,$638982.54,324642,59821,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,09/25/2012,$547681.14,365404,84389,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,11/02/2012,$392309.10,633784,30332,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,01/26/2012,$597730.22,560841,90132,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,12/13/2012,$938399.97,669150,70183,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,02/19/2012,$258858.50,564855,76708,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,12/16/2012,$408684.89,928544,58962,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,09/12/2012,$741495.97,120492,58212,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,06/01/2012,$355826.21,166854,78789,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,02/06/2012,$881551.32,841853,24300,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,07/10/2012,$191824.79,764765,83573,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,05/05/2012,$594221.52,226601,65663,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,03/17/2012,$950464.33,302142,78239,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,05/30/2012,$289582.28,153197,70077,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,10/11/2012,$659819.47,129612,35049,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,02/28/2012,$839668.51,872977,85783,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,10/04/2012,$468637.06,761141,42983,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,11/07/2012,$871884.57,341845,55476,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,05/12/2012,$981968.04,880255,69391,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,01/06/2012,$311363.20,167422,36811,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,04/23/2012,$295691.33,732259,20858,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,05/10/2012,$470254.94,936964,77511,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,03/12/2012,$338783.21,507174,84226,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,01/09/2012,$290528.49,410643,18108,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,10/02/2012,$269081.15,308165,91767,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,12/30/2012,$794540.38,656871,48902,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,10/04/2012,$867983.08,262164,39633,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,05/11/2012,$181766.05,666936,48463,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,08/27/2012,$297935.80,235021,81488,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,04/15/2012,$893379.58,169931,78126,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,06/19/2012,$793771.72,676321,48440,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,07/25/2012,$719746.42,151139,46462,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,02/16/2012,$853122.79,156442,84580,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,05/07/2012,$762852.94,870499,15891,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,05/29/2012,$664812.17,828586,37308,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,09/12/2012,$968578.42,476084,35323,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,04/16/2012,$951470.97,585480,23676,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,12/18/2012,$817099.35,196075,89049,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,06/27/2012,$156105.17,197695,29797,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,10/02/2012,$629247.67,848847,35893,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,08/31/2012,$951645.55,753046,50317,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,10/20/2012,$412595.48,640527,51397,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,07/25/2012,$572051.84,111832,35623,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,07/16/2012,$265007.11,640322,26872,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,04/26/2012,$384136.55,190752,34382,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,03/03/2012,$520330.78,423670,41482,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,03/03/2012,$794502.00,454139,55915,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Gorilla Glass,09/04/2012,$325570.24,266001,49713,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,09/03/2012,$425884.01,491635,46422,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,10/12/2012,$997332.14,635524,32703,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Chimp Glass,10/12/2012,$127271.56,810426,60353,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,02/21/2012,$853956.52,578353,66052,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,11/13/2012,$141818.38,904619,89488,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,06/03/2012,$721415.74,281062,18625,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,01/25/2012,$555757.11,612668,81584,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,02/06/2012,$158220.06,175660,18779,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,02/12/2012,$875811.08,502619,50330,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,06/06/2012,$293414.58,943977,28363,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,06/13/2012,$219764.80,844093,70896,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,09/09/2012,$612311.91,160773,92092,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,07/30/2012,$364813.95,428424,76074,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,09/21/2012,$224097.33,407698,77991,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,12/22/2012,$360533.06,550540,17411,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,08/21/2012,$668325.89,937015,24501,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,02/10/2012,$750074.45,644316,20150,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,10/14/2012,$342615.37,602591,82471,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,03/30/2012,$360647.36,588695,80294,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,06/18/2012,$637044.60,542579,79443,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,03/01/2012,$311214.55,561493,60178,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,12/30/2012,$461955.81,577956,34524,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,03/22/2012,$442351.57,221770,44360,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,10/22/2012,$236661.00,637236,60109,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,11/08/2012,$976463.70,845569,83497,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,09/30/2012,$268224.04,632719,50624,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,07/20/2012,$776535.17,404963,40516,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,12/23/2012,$638096.19,656833,18291,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,03/08/2012,$359239.66,744305,77716,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,07/23/2012,$631197.40,404084,80878,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,04/02/2012,$577041.04,409931,48775,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,08/13/2012,$224702.49,627692,33274,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,08/23/2012,$571375.72,333373,23163,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,11/30/2012,$662810.29,515074,88462,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,01/17/2012,$818055.98,838294,44025,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,03/18/2012,$974806.53,536545,32567,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,05/01/2012,$399848.27,225036,23504,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,06/06/2012,$596788.25,941352,19480,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,06/24/2012,$103768.35,286129,75253,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,09/27/2012,$356664.36,979320,35210,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,04/27/2012,$464712.15,829025,54843,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,10/29/2012,$793410.94,838496,26780,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,05/27/2012,$992276.13,443360,24893,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,09/08/2012,$870711.19,470002,66985,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,08/25/2012,$722340.92,355413,70087,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,07/15/2012,$243130.06,246295,79733,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,09/18/2012,$747440.87,209371,28719,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,11/30/2012,$225262.19,622936,29181,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Baboon Glass,12/17/2012,$270884.38,545343,48460,Quarterly
